X,Y,OBJECTID,COLS_KEY,LSN,POI_NAME,POI_TYPE,POI_SOURCE,PRIMARY,ALT_GEOM,PHONE_NUM,GLOBALID,WEBSITE,OB_GYN,PEDIATRICS,PRIMARY_CARE
-83.070999790846841,40.065798767444164,5819683,1176999,2010 CROWN PLAZA DR,Loose Ends,Retail - Services,,Yes,No,,{18AF7238-D438-49B6-9063-98F28DEDC5C9},,,,
-83.088862780850121,40.106501347326521,5819684,1061015,6848 CAINE RD,Donan Engineering,Office - Corporate,,Yes,No,,{4613D736-6DDA-46F2-87E8-EA6942E53BEA},,,,
-82.968129196246636,39.966314422248928,5819685,604241,1234 E BROAD ST,The Columbus Foundation,Office - Non-Profit,,Yes,No,,{E4EF674D-EDC0-48AD-8A59-14B85C2E11DC},,,,
-83.117333942450571,39.998598982382859,5819686,548918,2245 N WILSON RD,The Original Mattress Factory,Industrial - Warehouse,,Yes,No,,{92B965A0-6355-44B8-9668-393B00F7081B},,,,
-83.016105602821298,40.003749978329608,5819687,1298297,275 W WOODRUFF AVE,Knowlton Hall,Education - College/University,OSU,Yes,No,,{0CC0364B-8A20-4952-B605-83D697415ED6},,,,
-83.153960095013431,39.992947431925522,5819688,1178799,5560 HILLIARD ROME OFFICE PARK,Extended Life Home Care,Medical - Other,,Yes,No,,{4097AEA7-AF9F-4570-B9C3-8E6817AC144A},,,,
-83.142529106593074,39.994230722840591,5819689,1237530,2140 ATLAS ST,Hilliard City School District Central Office Administration,Education - Other,,Yes,No,,{3D2B1E9E-4CA1-4F71-A06F-BB0337C6CB2E},,,,
-82.99729730943551,39.96731682959566,5819690,1234177,215 N 4TH ST,Wolfe's Ridge Brewing Company,Retail - Restaurant,CBLD1707762,Yes,No,,{54FCBC71-E638-4258-AF20-28D60698858C},,,,
-83.019339483188077,40.059095597079803,5819691,711466,4738 N HIGH ST,Creative Paints,Retail - Commercial/Retail,,Yes,No,,{A38AA810-5903-44C9-8C76-ADC966A422C3},,,,
-83.154112892191506,39.992585928149765,5819692,1179301,5563 HILLIARD ROME OFFICE PARK,Buckeye Health,Medical - Other,,Yes,No,,{38661031-EDC8-4661-A5C6-29FE9E83A001},,,,
-83.1495077405079,39.985058745383903,5819693,1274658,5454 WESTPOINTE PLAZA DR  Unit T,Fiesta Salons,Retail - Services,,Yes,No,,{BB3F83F0-F803-4190-B137-5207511448B5},,,,
-83.015685901085718,40.116917314900746,5819694,408514,7496 N HIGH ST,Ruckmoor Lounge,Retail - Restaurant,,Yes,No,,{8CA5B463-9966-4705-8E28-E1C200A223E3},,,,
-82.961637658732542,40.024830451764771,5819695,647026,2798 WESTERVILLE RD,Shad Used Tires,Retail - Commercial/Retail,,Yes,No,,{408BA00A-CF44-48E5-8290-0110D2E43BB3},,,,
-83.093325087391023,40.069481443327618,5819696,543508,4895 SAWMILL RD,The Barrington School,Education - Daycare,"ODJFS 401160
",Yes,No,,{D10DB025-F027-4DEC-A9CA-FB248221E3F7},,,,
-83.063947488997954,39.971908656086605,5819697,544450,2270 MCKINLEY AVE,Process Logix,Retail - Commercial/Retail,,Yes,No,,{BEA6AC56-A7B2-41C6-9CF3-C85E69083897},,,,
-82.836715008701759,39.953289119088524,5819698,1270774,6023 E MAIN ST,Vadhi Ohio Family Dental,Medical - Dental,CHAN1607942,Yes,No,,{F168EA68-4991-4863-95E6-F0CD43EB2990},,,,
-82.819274358701321,39.961144378244491,5819699,1048844,1023 ROSE HILL RD,Columbus Airbrush,Retail - Services,,Yes,No,,{7F95F50F-FB30-4A7B-BD38-3A2890177244},,,,
-82.824316043236522,40.08893763009042,5819700,1287612,5162 HAMPSTED VILLAGE CENTER WAY,Kroger Gas ,Retail - Gas Station,,Yes,No,,{863DDF2B-6A0D-4DB8-B803-911773E7A512},,,,
-83.039450231272141,40.063855588973482,5819701,861577,764 BETHEL RD,Han Ma Oom Market,Retail - Grocery,Restaurant DB,Yes,No,6143754483,{6C514F02-E33F-4CE2-BA9F-2AFA39C10C8A},,,,
-82.998458147529362,39.95214443393764,5819702,520200,480 S HIGH ST,Ohio Water Development Authority,Office - Corporate,,Yes,No,,{ACE2A60E-7619-4B6C-8BB4-894CA5270374},,,,
-82.818553072150507,39.989789277000817,5819703,449630,6800 COMMERCE COURT DR,Cyclone Gymnastics,Retail - Services,,Yes,No,,{2BA5C78F-BF9B-4870-A6B4-9F1AC3E065DE},,,,
-82.94499405054755,39.838259321214188,5819704,1256362,6241 SHOOK RD,Whirlpool Corp,Industrial - Warehouse,,Yes,No,,{B8BC2307-FFC0-4127-A5C7-A3CC2A35D39B},,,,
-82.96920966750173,40.088538750354211,5819705,461831,5918 SHARON WOODS BLVD,ZOMI Christian Church,Public Places - House of Worship,CBLD1713190,Yes,No,614-625-6233,{28B61BBA-C03C-4CF7-A616-105FBA43FD2D},,,,
-83.008712022741406,39.978297776472182,5819706,269350,177 W HUBBARD AVE,House of Hope,Public Places - House of Worship,Restaurant DB,Yes,No,,{F6AA4248-EE65-41F6-B41F-67EA5AE9C810},,,,
-82.942963055732932,39.933363339414171,5819707,1253325,1945 FREBIS AVE,Franklin County Sheriff Patrol,Government - County,,Yes,No,,{FB68B7C6-1AB0-404D-93FF-648385EA8927},,,,
-83.100024721139732,39.956725661011788,5819708,424111,3720 W BROAD ST,Target,Retail - Department Store,,Yes,No,,{A2334AE7-57E1-4D9E-83D7-3908906EE046},,,,
-82.964493547829136,39.928672290882496,5819709,503950,1802 LOCKBOURNE RD,Ezzo Sausage Company,Industrial - Warehouse,,Yes,No,,{3B91CD50-E4F9-4593-8EF0-44DD86A2B361},,,,
-82.999946519877881,40.014974555686635,5819710,998276,2520 SUMMIT ST,Evolved Body Art Tattoo Shop,Retail - Services,,Yes,No,,{7AA48B90-B684-4E7C-890A-C4F6BF6465D6},,,,
-82.854725482167893,39.985247023543451,5819711,1023889,380 MORRISON RD Unit A,35 Auto Group,Retail - Commercial/Retail,,Yes,No,,{EAA48CA7-2F0E-4CCF-825F-8265F4706CA1},,,,
-82.99593281776626,40.096603844328541,5819712,1208540,788 BUSCH CT,Classic Health Care,Medical - Other,,Yes,No,,{980CE1F1-822C-4299-85E1-3885ACA1E61B},,,,
-82.820333081160953,39.989603254409552,5819713,823584,6740 COMMERCE COURT DR,Triplett Auto Recyclers,Retail - Services,,Yes,No,,{D3FCD628-68A3-4B97-9DAE-F1CDCEAD7E11},,,,
-82.979632554023567,40.013887272657556,5819714,98321,1141 E HUDSON ST,Ohio Wholesale Auto Sales,Retail - Commercial/Retail,,Yes,No,,{8F15189D-2204-4459-ADAC-3C0593690F83},,,,
-83.051916295850816,40.063959665692018,5819715,620351,1220 BETHEL RD,Bethel United Methodist Church,Public Places - House of Worship,,Yes,No,,{DD167197-F626-40CF-B809-98F23C737082},,,,
-83.002036180331132,39.960982997053357,5819716,626175,50 S FRONT ST,DoubleTree Suites by Hilton Hotel Columbus Downtown,Retail - Hotel/Motel,,Yes,No,,{05038559-FC4E-42E6-A3E3-0FF95DA87259},,,,
-83.016605846224124,40.000830324937397,5819717,1297298,304 ANNIE & JOHN GLENN AVE,McCracken Power Plant,Industrial - Other,OSU,Yes,No,,{3BC644B5-10EB-46DB-B4D5-81EC0D22C7F3},,,,
-83.15324787800256,40.002637724657852,5819718,147858,2526 HILLIARD & ROME RD,Levi's 4 Floors,Retail - Commercial/Retail,,Yes,No,,{E3A36064-4762-4FB2-AAF8-FDBF3C5D1ED2},,,,
-82.988965043313456,39.942820489266261,5819719,114946,287 SIEBERT ST,Hutchison Media Consultants,Office - Corporate,,Yes,No,,{2A7A6EDB-FAD2-42E4-BF62-FED7342A2FF2},,,,
-82.898488767072521,39.986613412299384,5819720,1311695,4010 E 5TH AVE,SB Capital Group,Office - Corporate,,Yes,No,,{118009B9-18E8-4E9E-8F74-A15FDB8406AB},,,,
-83.126329317161847,39.972514018618767,5819721,812041,4560 FISHER RD,Damos Auto & Shipping,Retail - Services,,Yes,No,,{17813AE2-09CE-4B9D-9714-C934CDEB4473},,,,
-82.957800112735271,39.948858501983182,5819722,899928,1493 E LIVINGSTON AVE,Ujamaa Book Store,Retail - Commercial/Retail,,Yes,No,,{4FBF281D-347E-49EE-8955-70934A28AA8D},,,,
-82.998436516696501,39.888952059016304,5819723,620754,3605 S HIGH ST,Taco Bell,Retail - Restaurant,,Yes,No,,{8EDFFD5D-9B79-4AFE-A8C5-45701686E35C},,,,
-83.015097822026561,39.920348808388461,5819724,622325,1800 HARMON AVE,Franklin County Corrections Medical Center,Medical - Other,,Yes,No,,{DBB590B7-CF40-462B-8E0D-61B69F095F0E},,,,
-82.85999250169823,39.976776977533042,5819725,985416,5277 E BROAD ST,St Therese's Retreat Center,Group Quarters - Dormitory,,Yes,No,,{2E3390EC-D675-477B-B4ED-C67721CCA3E9},,,,
-83.020997766296105,39.946762342437509,5819726,1172007,595 VAN BUREN DR,Van Buren Shelter,Group Quarters - Shelter,,Yes,No,614-715-2030,{0129318B-639B-4458-B5DA-3B209D403AA4},,,,
-83.040772954403195,40.062698547880998,5819727,822496,767 BETHEL RD,Massage Envy ,Retail - Services,,Yes,No,,{C818835C-681C-493F-80F3-0B7D218AE508},,,,
-82.924041690592929,39.95641476519598,5819728,660253,687 KENWICK RD,Core Poetry,Retail - Services,,Yes,No,614-5587077,{836A2F40-EAA3-41E5-A2B2-018882C3CAC4},,,,
-82.983137402332972,40.014136786887029,5819729,700501,1015 E HUDSON ST,A to Z Market,Retail - Commercial/Retail,,Yes,No,,{AA37274F-3874-4464-99A9-BF3C5EFDC978},,,,
-82.929925265883995,39.886283197674594,5819730,1189014,4016 ALUM CREEK DR,Alum Creek Dental Group,Medical - Dental,,Yes,No,,{948A489C-B04D-49AB-8EBC-47525FE4D2F4},,,,
-82.975320663405995,40.031541935566352,5819731,641845,1417 OAKLAND PARK AVE,Comtech,Office - Corporate,,Yes,No,,{4DBEA4BB-25E0-46E9-9EFC-8C18FDA8CF86},,,,
-83.115149246850351,39.999689837908349,5819732,1088192,2244 N WILSON RD,Glassworks Plus,Retail - Commercial/Retail,,Yes,No,,{ACE432B9-9474-4089-97FC-18A8632D94FF},,,,
-83.087392861531271,40.113671293154951,5819733,962026,2677 SAWBURY BLVD,Auto Max USA,Retail - Commercial/Retail,,Yes,No,,{09187F3E-FC46-4F71-929B-49DC544BE387},,,,
-82.99526887308248,39.893466105161899,5819734,402595,3390 S HIGH ST,Payless ,Retail - Commercial/Retail,,Yes,No,,{7C8BFC75-946F-449A-863D-876674F1A539},,,,
-82.989135028444267,40.143833079704109,5819735,316659,1142 POLARIS PKWY,Men's Wearhouse,Retail - Commercial/Retail,,Yes,No,,{F687D8B1-FE0C-4E52-9984-BF2E1C7D95C7},,,,
-83.109652689566602,39.921261084661126,5819736,251425,4205 CLIME RD,Big Run Athethic Complex,Public Places - Community/Recreation Center,,Yes,No,,{9D2812B2-38B9-40FF-8868-EE9B017A2DBD},,,,
-82.817732896946467,39.928302441392262,5819737,688947,6830 AMERICANA PKWY,Universal Radio,Retail - Commercial/Retail,,Yes,No,,{40B74A8D-F974-4478-8DBC-82266599EDA0},,,,
-82.987950659821962,39.955815010327356,5819738,441933,415 E MOUND ST,DaVita Columbus Downtown Dialysis,Medical - Other,,Yes,No,,{876B70E8-547F-4F46-8A43-715D13D9A62A},,,,
-82.860604344334519,40.056316206928095,5819739,1239458,4920 MORSE RD,CosmoProf,Retail - Commercial/Retail,,Yes,No,,{B00BB101-6410-4DCA-BBB4-603111975A55},,,,
-82.970335605253851,39.96260545633168,5819740,293427,1117 OAK ST,Oak Street Meats & Seafood,Retail - Specialty Food,,Yes,No,,{BEA85F6B-0A38-4ED1-996B-578B9CBDA117},,,,
-82.960135645097068,40.145146879923182,5819741,351939,2191 POLARIS PKWY,United Dairy Farmers,Retail - Restaurant,Restaurant DB,Yes,No,,{B9055D22-8DCF-49E0-825C-502A5064B538},,,,
-82.884677388381405,40.056972498006587,5819742,1307527,4330 MORSE RD,Germain Mazda,Retail - Commercial/Retail,,Yes,No,,{C87E9F74-BF2C-4213-93DF-E8000AEF3787},,,,
-82.995080347468928,39.946722799043521,5819743,87708,769 S 3RD ST,Hausfrau Haven,Retail - Restaurant,Restaurant DB,Yes,No,6144433680,{63AFBD4B-F234-4E4C-9FC0-15547F7F2275},,,,
-82.950494157696767,40.087104919421996,5819744,1241396,5730 CLEVELAND AVE,Banquet Hall,Retail - Services,CHAN1709517,Yes,No,,{68595A16-97BB-4B63-94AE-CD94553FC7FB},,,,
-82.981225379141776,40.078750684491467,5819745,681183,5501 SANDALWOOD BLVD,Sequoia Lanes,Retail - Services,,Yes,No,,{77A70161-4952-4B5C-AD8C-26B98DEB8D4B},,,,
-83.000392006208884,39.963801237657677,5819746,1299248,14 E GAY ST,Cafe Brioso,Retail - Restaurant,Restaurant DB,Yes,No,,{6F1F2E6D-93B5-4AFA-96F2-9196977EB7A7},,,,
-82.99969684908416,40.05198586192914,5819747,762726,4290 INDIANOLA AVE,Hair Dimensions,Retail - Services,,Yes,No,,{142BCEA6-0944-40F5-A2C5-A2E07A7B27A3},,,,
-82.958740954805734,40.060901503096076,5819748,1061576,2260 MORSE RD,Gold's Gym Express,Retail - Fitness Center,,Yes,No,,{9BC71418-0036-4F79-8097-794EFB411233},,,,
-82.994939535095568,39.962440088503079,5819749,848503,203 E BROAD ST,Gilbert Group,Office - Corporate,,Yes,No,,{ADF30489-C109-4D27-8008-EEDAF87214DC},,,,
-83.073440078558562,39.954794198472577,5819750,429605,2745 W BROAD ST,St. John Evangelical Lutheran Church,Public Places - House of Worship,,Yes,No,,{48B4ABAC-625E-491D-8809-B8B754B6C3EB},,,,
-82.990501822811353,40.032720985431261,5819751,610266,890 OAKLAND PARK AVE,Raise Production Center,Retail - Services,,Yes,No,,{B49AB0C7-AA28-422B-A530-42FFABF5195C},,,,
-83.035776271894292,40.00157893025446,5819752,1298281,1031 CARMACK RD,Jesse Owens Tennis Center West,Education - College/University,OSU,Yes,No,,{87F9E53E-48FB-4BDE-AA0B-90800D6F6895},,,,
-83.066853411734371,39.944862529941375,5819753,523775,2550 SULLIVANT AVE,St. Matthew,Public Places - House of Worship,,Yes,No,,{054EA328-5007-48C5-BF20-6BA6F2FF703E},,,,
-82.984442142032989,39.958086098484571,5819754,583178,562 E MAIN ST,Columbus Housing Partnership,Office - Corporate,,Yes,No,,{F2DE64C2-C060-467B-99F0-E9D5A2763708},,,,
-83.022997006950632,39.984446390864186,5819755,1322128,1181 OLENTANGY RIVER RD,Palm Beach Tan,Retail - Services,,Yes,No,,{EC96AAB2-FA63-41B9-B802-DA6AA9536BA5},,,,
-82.922507659947627,39.996285603464649,5819756,646373,3153 LAMB AVE,Bus Service,Retail - Commercial/Retail,,Yes,No,,{F4AB0B2B-8059-4AB7-A7FB-07FDB2EE80CE},,,,
-83.152188688226559,39.989158585414685,5819757,1187110,1835 HILLIARD & ROME RD,Chipotle Mexican Grill,Retail - Restaurant,,Yes,No,6149218206,{C1F71C40-BB23-4FBF-88A4-6A28B2C9F7EE},,,,
-82.991788160157,40.013808454617546,5819758,1266593,701 E HUDSON ST,Holiday Inn Express,Retail - Hotel/Motel,Restaurant DB,Yes,No,,{E5FFA1FE-38EC-480F-83E4-B2651FB721CE},,,,
-83.000236695126091,39.959038549502885,5819759,1305146,149 S HIGH ST Unit 201,Stack City Burger Bar,Retail - Restaurant,,Yes,No,6142231026,{5EBD573B-3B8B-405F-91C9-C34904007F7C},,,,
-82.884215480159426,39.927609357354683,5819760,599833,2255 KIMBERLY PKWY E,Columbus Arts & Technology,Education - Other,,Yes,No,,{41947538-1B65-411A-90C8-3E971427DBFA},https://oeds.ode.state.oh.us/OrgOverview/index/22387,,,
-82.915048787018321,40.050357075390693,5819761,1251300,230 EASTON TOWN CENTER Unit C204,Chocolate Moonshine Co Cafe,Retail - Restaurant,,Yes,No,6145954075,{B0F6D45F-0DEE-4D92-A8B3-2AE79ACD11A0},,,,
-82.990601770101364,40.015030952259806,5819762,668938,744 E HUDSON ST,Marathon,Retail - Gas Station,,Yes,No,,{C3CC9783-D793-480F-952B-56E48EF9A845},,,,
-82.980828036641682,39.959329575687747,5819763,1176684,240 PARSONS AVE,Columbus Health Department,Government - City,,Yes,No,614-645-7417,{4314B98E-A431-43F2-B41C-437602AA04F6},www.columbus.gov/publichealth,,,
-83.014780976217438,40.028274302801357,5819764,704065,3238 N HIGH ST,Clinton Locks Locksmith,Retail - Services,,Yes,No,,{F6B9357E-1145-431F-8A83-FDF566629B8E},,,,
-83.041366804223429,40.060460444993275,5819765,1296754,805 BETHEL RD Unit 146,Marshalls,Retail - Department Store,,Yes,No,,{278EDC78-3363-4C2E-B0A1-47AC6CF2DAEB},,,,
-82.954839909301953,40.003162178464578,5819766,404064,1711 WOODLAND AVE,Burton Metal Finishing ,Retail - Commercial/Retail,,Yes,No,,{AC0B7FDD-10C7-4E16-BD7E-3EDDEB9E89D0},,,,
-83.131807880682146,40.007630482933088,5819767,448043,2711 INTERNATIONAL ST,Panacea Products Corporation,Office - Corporate,,Yes,No,,{90D26B58-A278-4342-ACDE-619B2B7D8A02},,,,
-83.011621790311736,40.014850666948789,5819768,528311,2579 N HIGH ST,Records Per Minute,Retail - Commercial/Retail,,Yes,No,,{BEF81BA7-C4A4-4120-8291-628C275E844B},,,,
-82.999233443196715,40.014882023776252,5819769,520600,441 E HUDSON ST,Glen Echo Garage,Retail - Services,,Yes,No,,{B29B20BF-4A3A-4C49-AEEE-05D3D1565462},,,,
-83.003028048197535,39.884224318103939,5819770,429501,3833 S HIGH ST,Ohio BMV,Government - State,,Yes,No,,{69F4BA30-EEB5-4E0B-A63E-427C234C9140},,,,
-82.977553643444722,40.043001336764121,5819771,462639,3739 KARL RD,B & B Pizza & Spaghetti,Retail - Restaurant,,Yes,No,,{15D03EF5-BECB-441E-9CA8-AF90915E825C},,,,
-83.034927066224256,39.958190737640876,5819772,420984,1288 W BROAD ST,Amazing Grace Baptist Church,Public Places - House of Worship,,Yes,No,614-274-6333,{544A08C0-1CDA-4D91-911E-57B30494F4FB},,,,
-82.996158190596319,39.961240783381058,5819773,1234308,65 S 4TH ST,YWCA,Group Quarters - Shelter,,Yes,No,614-224-9121,{51708FB6-D9B6-4171-9F9D-374B95516753},www.ymcacolumbus.org,,,
-82.977776671450769,39.98583973603813,5819774,1237293,1009 E 5TH AVE,G Marchi & Son Contractors,Office - Corporate,,Yes,No,,{02ED06A5-C816-4841-8065-C9D03D310D6B},,,,
-83.044789660978864,39.986278069801863,5819775,561817,1397 GRANDVIEW AVE,Green Floral Design Studio,Retail - Services,,Yes,No,,{C771EC3A-8926-4BE9-A9B0-DD8C111E0F5D},,,,
-82.863734481844986,40.063965316899761,5819776,1208245,5239 N HAMILTON RD,Nazareth Restaurant & Deli,Retail - Restaurant,,Yes,No,,{F60B614E-28F5-4E91-A943-2CF822374E2D},,,,
-83.108804065473393,39.923258563214603,5819777,763657,4215 CLIME RD,Columbus Police Substation 10,Emergency Response - Police,,Yes,No,,{01355504-CE27-45BB-A74F-98F64CB54905},https://www.columbus.gov/police-substations/,,,
-83.04201914915096,39.914783656949254,5819778,924009,2040 HENDRIX DR,Harbor Bridge Intermodal,Office - Corporate,,Yes,No,,{BB84ED47-7BF1-471E-BA4E-286942E3DA4A},,,,
-82.991244561853293,40.07156654943865,5819779,1240797,1022 FREEWAY DR N,Total Filtration Services,Office - Corporate,,Yes,No,,{D685AED4-3425-4F1C-BC60-3982ADAA0225},,,,
-83.025812771969086,40.018577312935108,5819780,1178389,2843 OLENTANGY RIVER RD,Tanning Salon,Retail - Services,,Yes,No,,{A29A443E-5908-4F31-8309-9F541315F320},,,,
-82.962656434515594,39.949455285371144,5819781,648261,1314 E LIVINGSTON AVE,Club Tropicana,Retail - Restaurant,,Yes,No,,{ED6F3912-B307-4565-BC90-AF910169C4E9},,,,
-82.981086717754863,39.960861566354573,5819782,465850,700 BRYDEN RD,IMPACT Community Action,Office - Non-Profit,,Yes,No,614-252-2799,{4CAD34A0-D9D6-43B8-B249-CD1F36CBB4A6},,,,
-83.007325166670327,39.998008595981233,5819783,1236566,10 13TH AVE,Tecks Barber Shop,Retail - Services,,Yes,No,,{BDE51157-848F-4921-A177-358CF2479FD9},,,,
-82.941731565451576,39.936251907030197,5819784,560275,1660 ALUM CREEK DR,Spartan Tool Company,Retail - Commercial/Retail,,Yes,No,,{BB3DC85F-4FB6-48F9-85A3-CB69964731AC},,,,
-83.05734739183184,40.064472073349023,5819785,420830,5215 GODOWN RD,Mediterranean Food Imports & Bakery,Retail - Commercial/Retail,,Yes,No,,{9A516573-9A4F-46D5-92E6-DBD22E56AF06},,,,
-82.92430875539722,39.983480883458675,5819786,1290323,2965 E 4TH AVE,Veterinary Cremation Services,Retail - Services,,Yes,No,,{C183931D-5949-48D8-9358-E3BCE4189D1A},,,,
-83.032533891053404,39.984319351032021,5819787,1048821,1005 W 3RD AVE,Subway,Retail - Restaurant,,Yes,No,6142977827,{D9C44DA1-C2AA-4DC6-9637-F5AF937511C4},,,,
-82.980315701934657,39.93053703767761,5819788,1318087,579 E MARKISON AVE,Lincoln Park Elementary School,Education - Elementary,Columbus City Schools Building Directory 2016-2017.pdf,Yes,No,,{FF52070A-02C3-430E-8F3C-96414ADEC3EB},,,,
-83.071813762982146,39.955263331166734,5819789,502466,2680 W BROAD ST,Moses-Mouser MD's,Medical - Other,,Yes,No,,{2F32B9EA-63E6-4E1B-9739-148456436A9A},,,,
-82.980486496534652,40.146056048866406,5819790,1205884,1500 POLARIS PKWY Unit FC2,Whats for Doner,Retail - Restaurant,,Yes,No,,{C81BA7BD-99C6-47E8-93D4-799FC9897F59},,,,
-82.88332006729604,39.918598396108827,5819791,1278532,4250 EASTLAND FOOD  CT,T & M Perfumes,Retail - Commercial/Retail,,Yes,No,,{DDDAF251-332F-4326-9BC4-378F8CFB2AF8},,,,
-82.953660570647145,39.967982000903937,5819792,680802,1780 E BROAD ST,Greater Columbus Mpowerment Center,Office - Non-Profit,,Yes,No,,{94601459-622D-4D48-9DD8-4AB021FBB993},,,,
-82.938298592379454,39.938142505551717,5819793,489279,2130 FRANKLIN RD,Tp Mechanical Contractors,Industrial - Other,InfoGroup,Yes,No,,{FF5B9FD5-9ACE-4B12-BFF2-83B3ECEBCB2D},,,,
-82.922551807553887,40.052735727694696,5819794,1276029,3760 EASTON MARKET,T.J. Maxx,Retail - Department Store,,Yes,No,,{BB90D37C-2593-4342-9186-7C6A7A0FD4EF},,,,
-83.140036881948504,39.983982805546887,5819795,630187,5019 TRANSAMERICA DR,CDC Distributors,Industrial - Other,,Yes,No,,{140CBCF0-A497-4FFD-AF56-1BBB04A8FAD1},,,,
-83.004664013305955,39.987593678114095,5819796,510010,1230 COURTLAND AVE,Middle West Spirits,Retail - Commercial/Retail,,Yes,No,,{DEA054DB-F99E-4523-967F-9FF857E98D4B},,,,
-83.145400065194224,39.95097517234796,5819797,684354,5449 W BROAD ST,Taco Bell,Retail - Restaurant,,Yes,No,6149220318,{E4E2EB85-316D-43C2-9692-827A840C8402},,,,
-83.15235461085777,40.002629332669201,5819798,1270518,5431 ROBERTS RD,Santiago Supermarket,Retail - Grocery,Restaurant DB,Yes,No,,{F2466DA9-C316-4624-9EA1-03FDF2ECBFDA},,,,
-83.015213994982517,39.929016257041077,5819799,912208,1520 HARMON RD,Harmon Plaza,Office - Corporate,,Yes,No,,{BBE252A1-4CBC-4E96-B93B-F53D418B2821},,,,
-82.99880471281449,39.962659808190089,5819800,520239,64 E BROAD ST,The Tuckerman Home Group,Retail - Services,,Yes,No,,{08DC3D43-745A-4A0E-B198-A4B3330A87F6},,,,
-83.14675322770502,39.994040071849987,5819801,481775,5150 NIKE DR,TruGreen,Office - Corporate,,Yes,No,,{AD2BD14E-2B2B-42AD-AEBF-520C37E12A6D},,,,
-82.992705619790954,39.951781658869045,5819802,159359,537 1/2 S 5TH ST Unit B,Body & Soul Massage Therapy,Retail - Services,,Yes,No,,{8E4A72E8-9E6D-4CD1-99CC-F29E9A0978A3},,,,
-83.135298682453779,39.917832067618399,5819803,521068,1616 GEORGESVILLE RD,Round Hill Mattress & Furniture,Retail - Commercial/Retail,,Yes,No,,{51815C27-F747-423D-A40D-FD79434324FA},,,,
-82.95062540588971,40.095754079865713,5819804,409158,6055 CLEVELAND AVE,Felbry College,Education - College/University,,Yes,No,6147811085,{00E1724B-EEB5-4333-9D75-643AD7EB8805},,,,
-83.090818151590213,39.947128427348936,5819805,113846,340 DERRER RD,Woodward Group Home,Group Quarters - Assisted Living,,Yes,No,,{21D8593C-998B-4234-995B-B8BF9D4357A2},,,,
-82.861268986525801,40.064815658355762,5819806,1179636,5302 N HAMILTON RD,The Fitness Store,Retail - Commercial/Retail,,Yes,No,,{D89B8355-6BDF-48DD-BF4C-E113519A2834},,,,
-82.914491902985034,40.053217710407608,5819807,1238186,4054 NEW BOND ST,Lane Bryant,Retail - Commercial/Retail,,Yes,No,,{9FE4E6D9-D7EB-45D7-967F-F3A3B788C71D},,,,
-83.035889344829144,39.990917204763456,5819808,584240,1091 KING AVE,Kingswood Data Center,Education - Other,,Yes,No,614-365-6173,{9011C8F2-9820-4999-96DD-23CB0C04478E},,,,
-83.005028106889725,39.983502066226045,5819809,425222,1033 N HIGH ST,Equitas Health Pharmacy ,Retail - Commercial/Retail,,Yes,No,,{6756DFD3-DEBB-4662-8757-81EE9AEAC8EE},,,,
-83.021250372122239,39.956471435982543,5819810,704566,127 S DAVIS AVE,Mount Carmel College of Nursing,Education - College/University,,Yes,No,6142345800,{5CEBEDA3-F766-4514-84FD-323E68AE72F1},,,,
-83.092370530058716,39.963547969621104,5819811,645609,460 N WILSON RD,Tom Thumb Hobbies,Retail - Commercial/Retail,,Yes,No,,{57304E41-1DD7-4322-82CA-E176383F73DA},,,,
-82.958625753162039,40.058839474656594,5819812,861848,2263 MORSE RD,African Paradise,Retail - Restaurant,,Yes,No,,{1E0DE509-0ADD-4BEA-A478-69439AD0B608},,,,
-83.142508697998011,39.97813574898494,5819813,683454,5252 WALCUTT CT,Ohio Cat Heavy Equipment & Rental ,Retail - Services,,Yes,No,,{610E6E66-8CB0-488B-9D84-7105B8DA558E},,,,
-83.151752575263458,40.002676231422107,5819814,773347,5419 ROBERTS RD,Big Lots,Retail - Department Store,,Yes,No,,{981321B4-C618-4D9F-9539-8982B83F4261},,,,
-82.964976649267228,40.021907524866585,5819815,448609,2671 CLEVELAND AVE,"Dr. Satya Potaraju, DDS",Medical - Dental,,Yes,No,,{5C042D00-6139-4D59-816C-C9C01D5072AD},,,,
-82.962263357963309,40.06141750165748,5819816,1241547,4578 MORSE CENTRE,Nail Tech,Retail - Services,,Yes,No,,{A7D5D135-35F4-4B11-A022-6188D9AD714F},,,,
-82.989829628030634,39.983517060206765,5819817,589117,955 CLEVELAND AVE,DK Security Products,Retail - Commercial/Retail,,Yes,No,,{A09DFEAA-757B-4568-9F3B-EE322785078E},,,,
-82.98435449099307,39.918898560996674,5819818,627410,2114 GROVEPORT PIKE,Babbert's Club of Columbus,Office - Corporate,,Yes,No,,{551885BC-DA84-43B2-9AB8-DEBBF92EE62A},,,,
-82.837075599229181,39.953317851886517,5819819,1270770,6003 E MAIN ST,One Main Financial,Retail - Services,,Yes,No,,{15046F3E-7ADF-4B6A-8235-66E1FFE79359},,,,
-82.987050855704837,40.146537315947313,5819820,1206741,1051 GEMINI PL,Sushi En,Retail - Restaurant,,Yes,No,,{61D963FE-062C-4FC6-8610-8ACB89D71355},,,,
-82.996564214082355,39.890971466250534,5819821,420089,3460 S HIGH ST,Fifth Third Bank,Office - Bank,,Yes,No,,{762A1B86-7FFA-4FE1-9C6F-617A3242B8CD},,,,
