Fuel Type Code	Station Name	Street Address	Intersection Directions	City	State	ZIP	Plus4	Station Phone	Status Code	Expected Date	Groups With Access Code	Access Days Time	Cards Accepted	BD Blends	NG Fill Type Code	NG PSI	EV Level1 EVSE Num	EV Level2 EVSE Num	EV DC Fast Count	EV Other Info	EV Network	EV Network Web	Geocode Status	Latitude	Longitude	Date Last Confirmed	ID	Updated At	Owner Type Code	Federal Agency ID	Federal Agency Name	Open Date	Hydrogen Status Link	NG Vehicle Class	LPG Primary	E85 Blender Pump	EV Connector Types	Country	Intersection Directions (French)	Access Days Time (French)	BD Blends (French)	Groups With Access Code (French)	Hydrogen Is Retail	Access Code	Access Detail Code	Federal Agency Code
ELEC	Whole Foods Market	4100 Easton Gateway Dr		Columbus	OH	43219		614-536-0570	E		Public	24 hours daily						2					200-8	40.04982	-82.914545	3/7/19	80602	2019-03-07 18:17:18 UTC	P			12/1/16					J1772	US				Public		public		
ELEC	Tesla Service Center	3435 Morse Rd		Columbus	OH	43231		614-336-2042	E		Public	24 hours daily; for Tesla use only					2	7					200-9	40.057195	-82.927865	10/4/18	80603	2019-01-17 00:33:46 UTC	P			1/1/14					NEMA1450 TESLA	US				Public		public		
ELEC	G&S Titanium	4000 Lincoln Way E		Wooster	OH	44691		330-263-0564	E		Public	24 hours daily						1					200-9	40.797058	-81.889705	3/7/19	80604	2019-03-07 18:17:18 UTC	P			11/1/15					J1772	US				Public		public		
ELEC	Joseph Garage - Russell Street	53 W Russell St		Columbus	OH	43215		513-315-2451	E		Public	24 hours daily						2					200-8	39.97558	-83.003724	3/7/19	80607	2019-03-07 18:17:18 UTC	P			3/1/16					J1772 TESLA	US				Public		public		
ELEC	Subway	97 E Main St		West Jefferson	OH	43162		614-879-9993	E		Public	24 hours daily						1					200-9	39.944637	-83.266434	3/7/19	80608	2019-03-07 18:17:18 UTC	P			12/1/16					J1772	US				Public		public		
ELEC	Porsche North Olmsted	28400 Lorain Rd		North Olmsted	OH	44070		440-249-6044	E		Public - Call ahead	Dealership business hours; see inside for PIN to access exterior charger						1					200-9	41.411147	-81.936796	3/8/18	80609	2019-01-17 00:33:46 UTC	P			1/1/15					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	Liberty Ford	6600 Pearl Rd		Parma Heights	OH	44130		440-888-2600	E		Public - Call ahead	Dealership business hours						2					200-9	41.383685	-81.777673	3/8/18	80610	2019-01-17 00:33:46 UTC	P			12/1/16					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	Cleveland Clinic Hospital	9500 Euclid Ave	Located in parking garage 1 on the first level	Cleveland	OH	44195		216-444-2200	E		Public	"24 hours daily; for patient, visitor, and employee use only"						1					200-8	41.503438	-81.621528	3/7/19	80611	2019-03-07 18:17:18 UTC	P			12/1/16					J1772	US				Public		public		
ELEC	Uptown Parking - University Circle	11473 Euclid Ave	Located behind Constantino's Market	Cleveland	OH	44106		216-721-6000	E		Public	24 hours daily						2					200-9	41.510384	-81.603993	3/7/19	80612	2019-03-07 18:17:18 UTC	P			12/1/16					J1772	US				Public		public		
ELEC	First Unitarian Church of Cleveland	21600 Shaker Blvd		Shaker Heights	OH	44122		216-751-2320	E		Public	24 hours daily						1					200-9	41.47658	-81.527274	3/7/19	80614	2019-03-07 18:17:18 UTC	P			12/1/16					J1772	US				Public		public		
ELEC	Charles Auto Family Chevrolet Buick	10851 North St		Garrettsville	OH	44231		800-587-2101	E		Public - Call ahead	Dealership business hours						1					200-9	41.287531	-81.099218	3/8/18	80616	2019-01-17 00:33:46 UTC	P			12/1/16					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	IBEW Local 573	4550 Research Pkwy NW		Warren	OH	44483		330-394-3606	E		Public	24 hours daily						1					200-9	41.283097	-80.824945	3/8/18	80617	2019-01-17 00:33:46 UTC	P			10/1/13					J1772	US				Public		public		
ELEC	Holiday Inn Express & Suites - LaMalfa Conference Center	5785 Heisley Rd		Mentor	OH	44060		440-357-0384	E		Public	24 hours daily						1					200-9	41.713925	-81.298506	3/7/19	80618	2019-03-07 18:17:18 UTC	P			12/1/16					J1772	US				Public		public		
ELEC	Classic Chevrolet	6877 Center St		Mentor	OH	44060		440-953-1070	E		Public - Call ahead	Dealership business hours; for customer use only						1					200-9	41.683993	-81.339073	3/8/18	80619	2019-01-17 00:33:46 UTC	P			12/1/16					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	Classic Ford Lincoln	8540 Tyler Blvd		Mentor	OH	44060		440-266-3000	E		Public - Call ahead	24 hours daily						2					200-9	41.685236	-81.333686	3/8/18	80621	2019-01-17 00:33:46 UTC	P			1/1/13					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	Apostolic Church of Barberton	1717 Turkeyfoot Lake Rd		Barberton	OH	44203		330-745-5550	E		Public	24 hours daily						2					200-9	40.98964	-81.577851	4/3/18	80622	2019-01-17 00:33:46 UTC	P			11/1/15					J1772	US				Public		public		
ELEC	Broadway Deck	120 S Broadway	Located on level 2	Akron	OH	44308		330-375-2597	E		Public	24 hours daily						1					200-8	41.08111	-81.515883	3/7/19	80623	2019-03-07 18:17:18 UTC	P			1/1/14					J1772	US				Public		public		
ELEC	Cascade Audi	4151 State Rd		Cuyahoga Falls	OH	44223		888-415-1142	E		Public - Call ahead	24 hours daily						1					GPS	41.18485	-81.508228	3/8/18	80624	2019-01-17 00:33:46 UTC	P			7/1/16					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	Kent State University - Office of Institutional Advancement	350 S Lincoln St		Kent	OH	44242		330-672-4432	E		Public	See front desk for access; maximum session time of 4 hours						1					GPS	41.150865	-81.351347	3/7/19	80625	2019-03-07 18:17:18 UTC	P			12/1/16					J1772	US				Public		public		
ELEC	Kent State University - Heer Hall	635 Loop Rd		Kent	OH	44242		330-672-4432	E		Public	24 hours daily; see front desk to access; maximum session time of 4 hours						1					GPS	41.14603	-81.334706	3/7/19	80626	2019-03-07 18:17:18 UTC	P			12/1/16					J1772	US				Public		public		
ELEC	Kroger Marketplace	731 W Market St		Troy	OH	45373		937-573-4400	E		Public	24 hours daily						2					200-9	40.029964	-84.220848	3/8/18	80627	2019-01-17 00:33:46 UTC	P			2/28/17					J1772	US				Public		public		
ELEC	"Innovative Business Computer Solutions, Inc"	303 Shady Tree Ct		Englewood	OH	45315		937-604-4170	E		Public - Call ahead	9am-9pm daily; by appointment only						2					GPS	39.867302	-84.31646	3/7/19	80629	2019-03-07 18:17:18 UTC	P			11/2/12					TESLA	US				Public - Appeler à l'avance		public	CALL	
ELEC	Sinclair Community College - Building 20	50-172 Ohio 4	West Fifth Street at South Edwin C. Moses Blvd	Dayton	OH	45402		937-512-2397	E		Public	24 hours daily						2					GPS	39.753046	-84.202614	3/7/19	80631	2019-03-07 18:17:18 UTC	SG			8/1/14					J1772	US				Public		public		
ELEC	Sinclair Community College - Building 9	50-172 Ohio 4	Located in Parking Lot EE along West Fifth Street between South Perry and South Wilkinson	Dayton	OH	45402		937-512-2397	E		Public	24 hours daily						2					GPS	39.75640625	-84.19475878	3/7/19	80632	2019-03-07 18:17:18 UTC	SG			8/1/16					J1772	US				Public		public		
ELEC	Kettering Medical Center	3535 Southern Blvd	Located at the central garage	Kettering	OH	45429		855-536-7543	E		Public	24 hours daily						2					GPS	39.6983	-84.191703	4/3/18	80633	2019-01-17 00:33:46 UTC	P			12/1/16					J1772	US				Public		public		
ELEC	Total Cable Solutions	475 Victory Dr		Springboro	OH	45066		888-235-2097	E		Public	24 hours daily						2					200-9	39.557472	-84.255402	12/11/18	80635	2019-01-17 00:33:46 UTC	P			1/1/14					J1772	US				Public		public		
ELEC	Jeff Drennen Chevrolet	3657 Maple Ave	Located in the service center	Zanesville	OH	43701		740-617-0910	E		Public - Call ahead	Dealership business hours						1					200-8	39.990391	-82.023716	12/11/18	80637	2019-01-17 00:33:46 UTC	P			1/1/12					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	Ohio Northern University - Pharmacy Building	525 S Main St		Ada	OH	45810		419-772-2222	E		Public	24 hours daily						1					200-9	40.765407	-83.823754	3/7/19	80639	2019-03-07 18:17:18 UTC	SG			12/1/16					J1772	US				Public		public		
ELEC	Bob Sumerel Tire and Service	9167 Union Cemetery Rd		Cincinnati	OH	45249		513-677-5000	E		Public	24 hours daily						1					200-9	39.288334	-84.305883	3/8/18	80640	2019-01-17 00:33:46 UTC	P			12/1/16					J1772	US				Public		public		
ELEC	McCluskey Chevrolet	9673 Kings Automall Dr		Cincinnati	OH	45249		513-697-5200	E		Public - Call ahead	24 hours daily						6					200-9	39.298517	-84.307241	3/8/18	80642	2019-01-17 00:33:46 UTC	P			12/1/16					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	Porsche of Kings Auto Mall	9847 Kings Auto Mall Rd		Cincinnati	OH	45249		513-851-5900	E		Public - Call ahead	Dealership business hours						3					200-9	39.295003	-84.312006	3/8/18	80643	2019-01-17 00:33:46 UTC	P			11/1/15					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	Camargo Cadillac	9880 Montgomery Rd		Cincinnati	OH	45242		513-891-9400	E		Public - Call ahead	Dealership business hours						1					200-9	39.236407	-84.349902	3/8/18	80645	2019-01-17 00:33:46 UTC	P			12/1/16					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	McCluskey Chevrolet	399 E Galbraith Rd		Arlington Heights	OH	45215		513-679-9100	E		Public - Call ahead	24 hours daily						1					200-8	39.212057	-84.458869	12/11/18	80647	2019-01-17 00:33:46 UTC	P			12/1/16					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	Porsche of the Village	4113 Plainville Rd		Cincinnati	OH	45227		513-271-3200	E		Public	24 hours daily						1					200-9	39.150035	-84.380469	3/8/18	80648	2019-01-17 00:33:46 UTC	P			12/1/16					J1772	US				Public		public		
ELEC	84.51 Parking Garage	100 W 5th St		Cincinnati	OH	45202		513-381-8555	E		Public	24 hours daily						3					200-9	39.101037	-84.514744	3/7/19	80650	2019-03-07 18:17:18 UTC	P			12/1/16					J1772	US				Public		public		
ELEC	EASTON	108 Easton Station	"CPE200 WEST 1; Level G next to stairwell
CPE200 WEST 2; Level G next to stairwell"	Columbus	OH	43219		888-758-4389	E		Public	24 hours daily							4		ChargePoint Network	http://www.chargepoint.com/	GPS	40.0508478	-82.9164088	3/18/19	80857	2019-03-18 09:06:49 UTC									CHADEMO J1772COMBO	US				Public		public		
ELEC	TANGER COLUMBUS	I-71	TANGERCOLUMBUS2; Between Levis Outlet Store and UnderArmor Outlet Store	Sunbury	OH	43074		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	40.2597335	-82.9264755	3/18/19	80858	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
E85	Thorntons #66	1771 Norton Rd		Galloway	OH	43119		614-878-5471	E		Public	24 hours daily	A Cash Checks D M V Voyager Wright_Exp										200-9	39.914882	-83.144704	3/8/18	80867	2019-01-17 00:33:46 UTC	P			1/15/17				FALSE		US				Public		public		
E85	Thorntons #501	2333 N Wilson Rd		Columbus	OH	43228		614-527-8840	E		Public	24 hours daily	A Cash Checks D M Voyager Wright_Exp										200-9	40.001636	-83.115042	3/8/18	80868	2019-01-17 00:33:46 UTC	P			1/15/17				FALSE		US				Public		public		
ELEC	Dave White Chevrolet	5880 Monroe St		Sylvania	OH	43560		800-893-9036	E		Public	24 hours daily						2	1				200-9	41.714389	-83.683956	11/8/18	81164	2019-01-17 00:33:46 UTC	P			12/1/16					J1772 J1772COMBO	US				Public		public		
ELEC	Northwest College	22600 OH-34		Archbold	OH	43502		419 267-5511	E		Public	24 hours daily						2					200-8	41.449576	-84.298138	3/7/19	81167	2019-03-07 18:17:18 UTC	LG			12/1/16					J1772	US				Public		public		
ELEC	Spitzer Mitsubishi	4840 Transportation Dr		Sheffield	OH	44054		440-220-4910	E		Public - Call ahead	Dealership business hours; for customer use only						3					200-8	41.42788	-82.083958	3/8/18	81169	2019-01-17 00:33:46 UTC	P			12/1/16					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	Reineke Ford Lincoln	12000 County Rd 99		Findlay	OH	45840		888-378-3480	E		Public - Call ahead	Dealership business hours						1					200-9	41.088461	-83.651199	3/8/18	81170	2019-01-17 00:33:46 UTC	P			12/1/16					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	Wright State University - Allyn Hall	3640 Colonel Glenn Hwy		Fairborn	OH	45324		937-775-5690	E		Public	24 hours daily; must have parking permit						2					200-9	39.781158	-84.063072	3/7/19	81171	2019-03-07 18:17:18 UTC	P			12/1/16					J1772	US				Public		public		
ELEC	Kent State University - Student Center	1075 Risman Dr		Kent	OH	44242		330-672-4432	E		Public	24 hours daily; maximum session time of 4 hours						1					200-9	41.14765	-81.343172	3/7/19	81527	2019-03-07 18:17:18 UTC	P			6/15/16					J1772	US				Public		public		
ELEC	Ohio Northern University - The Inn	401 W College Ave		Ada	OH	45810		419-772-2500  419-772-2222	E		Public	24 hours daily						1					200-9	40.764974	-83.827656	3/7/19	81591	2019-03-07 18:17:18 UTC	P			12/1/16					J1772	US				Public		public		
ELEC	YARK BMW	7600 Central Ave	"STATION 1; -
STATION 2"	Toledo	OH	43617		888-758-4389	E		Public	24 hours daily						4			ChargePoint Network	http://www.chargepoint.com/	200-9	41.674353	-83.725311	3/18/19	82241	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	Fifth Third Field	219 N Patterson Blvd	Located across from the stadium	Dayton	OH	45402		937-333-3333	E		Public	24 hours daily						2					200-8	39.763437	-84.18743	3/7/19	82282	2019-03-07 18:17:18 UTC	LG			1/1/15					J1772	US				Public		public		
ELEC	Bryan Center	100 Dayton ST		Yellow Springs	OH	45387		800-663-5633	E		Public	MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified						2			SemaCharge Network	http://www.semacharge.com/	GPS	39.8082345	-83.8875532	3/22/19	82302	2019-03-22 09:02:51 UTC									J1772	US				Public		public		
LPG	Specialty Gas House	4500 Indianola Ave		Columbus	OH	43201		614-261-0824	E		Public	"9am-6pm M-F, 9am-5pm Sat"	A Cash Checks D M V										200-9	40.056323	-82.999709	3/8/18	82356	2019-01-17 00:33:46 UTC	P			1/1/04			TRUE			US				Public		public		
ELEC	Port Jackson Business Center	8310 Port Jackson Ave NW		North Canton	OH	44720		330-526-0480	E		Public	24 hours daily					1	3					200-9	40.901194	-81.444892	4/3/18	82591	2019-02-25 20:45:48 UTC	LG			12/1/16					J1772 NEMA1450	US				Public		public		
E85	Sheetz Store #441	5295 Detroit Rd		Sheffield Village	OH	44035		440-934-3598	E		Public	24 hours daily	A Cash D Debit M V Voyager Wright_Exp										GPS	41.425145	-82.080574	3/7/19	85701	2019-03-07 18:17:18 UTC	P			6/15/17				TRUE		US				Public		public		
E85	Sheetz Store #394	7777 Reynolds Rd		Mentor	OH	44060		440-946-7650	E		Public	24 hours daily	A Cash D Debit M V Voyager Wright_Exp										200-9	41.659606	-81.376857	3/7/19	85702	2019-03-07 18:17:18 UTC	P			6/15/17				TRUE		US				Public		public		
E85	Sheetz Store #552	9037 Pearl Rd		Strongsville	OH	44136		440-243-8800	E		Public	24 hours daily	A Cash D Debit M V Voyager Wright_Exp										200-9	41.343146	-81.825329	3/7/19	85703	2019-03-07 18:17:18 UTC	P			6/15/17				TRUE		US				Public		public		
E85	Sheetz Store #533	10315 Cascade Crossing		Brooklyn	OH	44144		216-205-4748	E		Public	24 hours daily	A Cash D Debit M V Voyager Wright_Exp										200-9	41.422766	-81.758715	3/7/19	85704	2019-03-07 18:17:18 UTC	P			6/15/17				TRUE		US				Public		public		
E85	Sheetz Store #393	2495 E Aurora Rd		Twinsburg	OH	44087		330-405-3001	E		Public	24 hours daily	A Cash D Debit M V Voyager Wright_Exp										200-9	41.311888	-81.448367	3/7/19	85705	2019-03-07 18:17:18 UTC	P			6/15/17				TRUE		US				Public		public		
ELEC	3CDC	309-313 E 8th St	STATION 3; -	Cincinnati	OH	45202		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	39.1051173	-84.5084354	3/18/19	85775	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	3CDC	1322 Sycamore St	"ZIEGLER 1; -
ZIEGLER 2; -
ZIEGLER 3; To the right after entering
ZIEGLER 4; -"	Cincinnati	OH	45202		888-758-4389	E		Public	24 hours daily						8			ChargePoint Network	http://www.chargepoint.com/	200-9	39.110748	-84.510258	3/18/19	85875	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	Georgesville Nissan	1260 Automall Dr		Columbus	OH	43228		614-369-4444	E		Public - Call ahead	Dealership business hours						1	1				200-9	39.926479	-83.123901	7/9/18	85971	2019-01-17 00:33:46 UTC	P			3/1/17					CHADEMO J1772 J1772COMBO	US				Public - Appeler à l'avance		public	CALL	
ELEC	Coughlin Nissan	1459 Hebron Rd		Heath	OH	43056		740-915-8501	E		Public - Call ahead	Dealership business hours						2					200-8	40.012238	-82.458184	7/9/18	85973	2019-01-17 00:33:46 UTC	P			3/1/17					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	Nissan North	8645 N High St		Worthington	OH	43085		614-334-4110	E		Public - Call ahead	Dealership business hours						1					GPS	40.1403474	-83.0184409	7/9/18	85974	2019-01-17 00:33:46 UTC	P			3/1/17					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	CLASSIC BMW- OH	2571 Som Center Rd	STATION 01	Willoughby Hills	OH	44094		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	41.5977586	-81.4393272	3/18/19	86006	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
E85	EB Fuel	5210 Ohio 49		Greenville	OH	45331		937-316-8063	E		Public	24 hours daily	A Cash D Debit M V										200-8	40.070384	-84.627622	3/8/18	86151	2019-01-17 00:33:46 UTC	P			7/15/17				FALSE		US				Public		public		
ELEC	DC SOLAR	Panther Pkwy	SCT20HEV 171417; -	Columbus	OH	43219		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	39.9942396	-82.943837	3/18/19	86745	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	DC SOLAR	1229-1297 Sunbury Rd	SCT20HEV-170481; -	Columbus	OH	43219		888-758-4389	E		Public	24 hours daily						1			ChargePoint Network	http://www.chargepoint.com/	GPS	39.9946491	-82.9421928	3/18/19	86748	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
E85	Perrysburg Marketplace Kroger	27322 Carronade Dr		Perrysburg	OH	43551		567-336-4658	E		Public - Credit card after hours	7am-11pm daily	A Cash D Debit M V										200-9	41.544848	-83.598122	3/8/18	86972	2019-01-17 00:33:46 UTC	P			8/15/17				FALSE		US				Public - Carte de crédit après les heures d'ouverture		public	CREDIT_CARD_AFTER_HOURS	
CNG	Clean Energy - Portage Area Regional Transportation Authority	2000 Summit Rd	Across the street from Dix Stadium on Summit Rd	Kent	OH	44240		330-678-7745	E		Public - Credit card at all times	5am-11pm M-F; 8am-8pm Sat	A D M V		Q	3600							200-9	41.136595	-81.319096	3/7/19	86992	2019-03-07 18:17:18 UTC	LG			11/28/18		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
ELEC	The Dealership	3558 Lee Rd		Shaker Heights	OH	44120		216-455-5499	E		Public	24 hours daily						1					200-9	41.462881	-81.564921	3/7/19	87653	2019-03-07 18:17:18 UTC	LG			9/12/17					J1772	US				Public		public		
ELEC	700GAHANNA	700 Morrison Rd	"DCSC1
STATION 1
STATION 2
STATION 3
STATION 4
STATION 5"	Gahanna	OH	43230		888-758-4389	E		Public	24 hours daily						10	2		ChargePoint Network	http://www.chargepoint.com/	200-9	39.999047	-82.855488	3/18/19	87869	2019-03-18 09:06:49 UTC									CHADEMO J1772 J1772COMBO	US				Public		public		
ELEC	THE HUB EV	30 E Hubbard Ave	THE HUB 01; -	Columbus	OH	43215		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	39.9793196	-83.0029305	3/18/19	88032	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	365 BY WFM	1745 W Market St	"AKRON ST1
AKRON ST2"	Akron	OH	44313		888-758-4389	E		Public	24 hours daily						4			ChargePoint Network	http://www.chargepoint.com/	200-9	41.11071	-81.57127	3/18/19	88111	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	BMW HILLIARD	5550 Britton Pkwy	STATION 4; -	Hilliard	OH	43026		888-758-4389	E		Public	24 hours daily						1			ChargePoint Network	http://www.chargepoint.com/	GPS	40.0669239	-83.1355707	3/18/19	88166	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	FIRST NORTH	225 1st St NE	PARKING LOT; Parking lot North of building	Massillon	OH	44646		888-758-4389	E		Public	24 hours daily						1			ChargePoint Network	http://www.chargepoint.com/	GPS	40.7988876	-81.5234179	3/18/19	88272	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	Jack Maxton Chevrolet	700 E Dublin Granville Rd		Columbus	OH	43085		614-808-4953	E		Public - Call ahead	Dealership business hours; for customer use only						1					GPS	40.088908	-83.000372	12/11/18	88343	2019-01-17 00:33:46 UTC	P			10/1/17					J1772	US				Public - Appeler à l'avance		public	CALL	
E85	Speedway #7775	2381 Highway 23 N		Delaware	OH	43015		740-362-0035	E		Public	24 hours daily	A Cash D Debit M V										200-9	40.333617	-83.075028	3/7/19	88638	2019-03-07 18:17:18 UTC	P			11/15/17				FALSE		US				Public		public		
E85	Sheetz Store #465	6767 Ridge Rd		Parma	OH	44129		440-842-6155	E		Public	24 hours daily	A Cash D Debit M V Voyager Wright_Exp										200-9	41.381109	-81.73423	3/7/19	88640	2019-03-07 18:17:18 UTC	P			11/15/17				FALSE		US				Public		public		
ELEC	Holiday Inn Express	5311 Hetzel St	Located near the front entrance of the hotel	Cincinnati	OH	45227		513-834-9191	E		Public - Call ahead	24 hours daily; for guest use only						2					200-9	39.157381	-84.403453	3/7/19	89916	2019-03-07 18:17:18 UTC	P			11/30/17					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	OHIO STATE UNV	75 E. 11th	GATEWAY GARAGE; Located on ground floor	Columbus	OH	43201		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	39.9941778	-83.0055583	3/18/19	89933	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	OhioHealth Riverside Hospital - Visitor's Lot	3535 Olentangy River Rd		Columbus	OH	43214		614-566-5000	E		Public	24 hours daily						2					GPS	40.031768	-83.032414	3/7/19	91906	2019-03-07 18:17:18 UTC	P			2/1/18					J1772	US				Public		public		
LPG	Prism Propane Services of Ohio	1339 Business Park Dr S		North Baltimore	OH	45872		877-887-7476	E		Public - Card key after hours	8am-4:30pm M-F; 24 hours daily with fob; call station to set up training and to obtain fob	Cash D M V										200-8	41.171551	-83.656596	3/8/18	91909	2019-01-17 00:33:46 UTC	P			10/1/17			TRUE			US				Public - Carte-clé après les heures d'ouverture		public	KEY_AFTER_HOURS	
LPG	Fredericktown Goodwill Store	16482 Village Pkwy		Fredericktown	OH	43019		740-848-8016	E		Public	"9am-9pm M-Sat, 10am-7pm Sun"	A Cash Checks D Debit M V										200-9	40.477036	-82.559311	3/8/18	91981	2019-01-17 00:33:46 UTC	P			3/3/17			TRUE			US				Public		public		
ELEC	Ohio Caverns	2210 State Route 245 E		West Liberty	OH	43357		937-465-4017	E		Public	9am-5pm daily	A Cash D Debit M V					1					GPS	40.238319	-83.696735	10/4/18	91983	2019-01-17 00:33:46 UTC	P			1/1/18					J1772	US				Public		public		
E85	Sheetz Store #406	225 N Maysville Ave		Zanesville	OH	43701		740-452-7701	E		Public	24 hours daily	A Cash D Debit M V										200-9	39.909425	-82.017593	3/7/19	92052	2019-03-07 18:17:18 UTC	P			2/15/18				FALSE		US				Public		public		
E85	Sheetz Store #431	1415 Pittsburg Ave NW		North Canton	OH	44720		330-498-8440	E		Public	24 hours daily	A Cash D Debit M V										200-9	40.891386	-81.420458	3/7/19	92053	2019-03-07 18:17:18 UTC	P			2/15/18				FALSE		US				Public		public		
E85	Sheetz Store #435	435 Water St		Chardon	OH	44024		440-279-0683	E		Public	24 hours daily	A Cash D Debit M V										200-9	41.58055	-81.212303	3/7/19	92054	2019-03-07 18:17:18 UTC	P			2/15/18				FALSE		US				Public		public		
E85	Sheetz Store #529	1280 W Maple St		Hartville	OH	44632		330-877-3422	E		Public	24 hours daily	A Cash D Debit M V										200-9	40.969388	-81.354883	3/7/19	92060	2019-03-07 18:17:18 UTC	P			2/15/18				FALSE		US				Public		public		
E85	Sheetz Store #605	68500 Addie Way		St. Clairsville	OH	43950		740-695-9140	E		Public	24 hours daily	A Cash D Debit M V										200-9	40.078262	-80.872647	3/7/19	92064	2019-03-07 18:17:18 UTC	P			2/15/18				FALSE		US				Public		public		
ELEC	University of Dayton - RecPlex	300 College Park Dr		Dayton	OH	45469		937-229-2128	E		Public	24 hours daily; must have parking permit						2					GPS	39.73651918	-84.17362939	3/7/19	92123	2019-03-07 18:17:18 UTC	P			1/1/18					J1772	US				Public		public		
ELEC	University of Dayton - St. Joseph's Hall	300 College Park Dr		Dayton	OH	45469		937-229-2128	E		Public	24 hours daily; must have parking permit						2					GPS	39.73877975	-84.17766344	3/7/19	92124	2019-03-07 18:17:18 UTC	P			1/1/18					J1772	US				Public		public		
ELEC	Wright State University - Lot 1A	3640 Colonel Glenn Hwy		Fairborn	OH	45324		937-775-5690	E		Public	24 hours daily; must have parking permit						2					200-9	39.781158	-84.063072	3/7/19	92127	2019-03-07 18:17:18 UTC	P			1/1/18					J1772	US				Public		public		
ELEC	HRAO	21001 St Rt 739	"HRAO 1 1; Visitors parking lot
HRAO 1 2; Visitors parking lot
HRAO DC 1; In visitors parking lot."	Raymond	OH	43067		888-758-4389	E		Public	24 hours daily						4	2		ChargePoint Network	http://www.chargepoint.com/	GPS	40.3016956	-83.5278019	3/18/19	92359	2019-03-18 09:06:49 UTC									CHADEMO J1772 J1772COMBO	US				Public		public		
ELEC	HRAO	21001 OH-739	"HRAO 2 1; Associate parking lot
HRAO 2 2; Associate Parking Lot
HRAO 2 3; -
HRAO 2 4; Associate Parking Lot"	Raymond	OH	43067		888-758-4389	E		Public	24 hours daily						8			ChargePoint Network	http://www.chargepoint.com/	200-9	40.294457	-83.518645	3/18/19	92360	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	OHIO STATE UNV	337 W 9th Ave	9TH EAST GARAGE; Ground floor	Columbus	OH	43201		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	39.9931378	-83.0158984	3/18/19	92373	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	OHIO STATE UNV	2100 Neil Ave	LANE AVE GARAGE; Located 1st level	Columbus	OH	43210		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	40.0058403	-83.0160423	3/18/19	92374	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	BROADVIEW	1417B Grandview Ave	"THE BROADVIEW1; Station for tenants use only, not public"	Columbus	OH	43212		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	39.986383	-83.0454133	3/18/19	92402	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
